# # From Leroy  2008AJ....136.2782L
2.000000029802322388e-01 1.164000034332275391e-01
6.000000238418579102e-01 1.026900038123130798e-01
1.000000000000000000e+00 7.727999985218048096e-02
1.399999976158142090e+00 4.636999964714050293e-02
1.700000047683715820e+00 2.953999862074851990e-02
2.099999904632568359e+00 2.967000193893909454e-02
2.500000000000000000e+00 3.041000105440616608e-02
2.900000095367431641e+00 2.348999865353107452e-02
3.299999952316284180e+00 1.546999998390674591e-02
3.700000047683715820e+00 1.130000036209821701e-02
4.099999904632568359e+00 1.135000027716159821e-02
4.500000000000000000e+00 1.487000007182359695e-02
4.800000190734863281e+00 1.879999972879886627e-02
5.199999809265136719e+00 1.994000002741813660e-02
5.599999904632568359e+00 1.802000030875205994e-02
6.000000000000000000e+00 1.411000080406665802e-02
6.400000095367431641e+00 9.589999914169311523e-03
6.800000190734863281e+00 5.869999993592500687e-03
7.199999809265136719e+00 3.670000005513429642e-03
7.599999904632568359e+00 2.489999867975711823e-03
8.000000000000000000e+00 1.949999947100877762e-03
8.300000190734863281e+00 1.949999947100877762e-03
8.699999809265136719e+00 2.000000094994902611e-03
9.100000381469726562e+00 1.900000032037496567e-03
9.500000000000000000e+00 1.479999977163970470e-03
9.899999618530273438e+00 1.080000074580311775e-03
1.030000019073486328e+01 8.300000336021184921e-04
1.069999980926513672e+01 6.599999614991247654e-04
