8.386996904024768273e-01 2.582245048376737628e+01
1.083900928792569607e+00 2.486399444654167823e+01
1.317956656346749300e+00 2.318236406260586691e+01
1.549226006191950722e+00 2.294538273115860960e+01
2.008978328173374628e+00 2.313352149781118072e+01
2.243034055727554321e+00 2.463915386895953219e+01
2.463157894736842213e+00 2.276120141040922462e+01
2.688854489164086647e+00 1.826546649501658948e+01
2.917337461300309798e+00 1.521069788133712741e+01
3.131888544891641146e+00 1.354813484178269789e+01
