# # From Leroy  2008AJ....136.2782L
2.000000029802322388e-01 1.209400024414062500e+03
5.000000000000000000e-01 5.577999877929687500e+02
8.999999761581420898e-01 3.136000061035156250e+02
1.200000047683715820e+00 2.318999938964843750e+02
1.600000023841857910e+00 1.943000030517578125e+02
1.899999976158142090e+00 1.635000000000000000e+02
2.299999952316284180e+00 1.438999938964843750e+02
2.700000047683715820e+00 1.235000000000000000e+02
3.000000000000000000e+00 1.075000000000000000e+02
3.400000095367431641e+00 1.510000000000000000e+02
3.700000047683715820e+00 8.159999847412109375e+01
4.099999904632568359e+00 6.800000000000000000e+01
4.400000095367431641e+00 6.159999847412109375e+01
4.800000190734863281e+00 4.829999923706054688e+01
5.099999904632568359e+00 4.179999923706054688e+01
5.500000000000000000e+00 3.700000000000000000e+01
5.800000190734863281e+00 3.320000076293945312e+01
6.199999809265136719e+00 3.700000000000000000e+01
6.500000000000000000e+00 5.290000152587890625e+01
6.900000095367431641e+00 1.950000000000000000e+01
7.300000190734863281e+00 1.889999961853027344e+01
7.599999904632568359e+00 1.870000076293945312e+01
8.000000000000000000e+00 1.289999961853027344e+01
8.300000190734863281e+00 1.760000038146972656e+01
8.699999809265136719e+00 1.700000000000000000e+01
9.000000000000000000e+00 1.080000019073486328e+01
9.399999618530273438e+00 8.000000000000000000e+00
9.699999809265136719e+00 7.500000000000000000e+00
1.010000038146972656e+01 5.000000000000000000e+00
1.039999961853027344e+01 4.099999904632568359e+00
1.080000019073486328e+01 3.599999904632568359e+00
1.110000038146972656e+01 3.900000095367431641e+00
1.150000000000000000e+01 4.400000095367431641e+00
1.189999961853027344e+01 9.500000000000000000e+00
1.219999980926513672e+01 5.800000190734863281e+00
