ID,rcore_eff,rcore_err_eff,L_eff,L_err_eff,rcore_king,rcore_err_king,c,c_err,rh_king,rh_err_king,L_king,L_err_king,logt,logt_inf,logt_sup,E(B-V),Z,Mass,Mass_sup,Mass_inf,log(M/L),log(t_rh)
HW53,1.2999117718144928,0.2633391234322406,3.188611115928236,0.7369929387799303,2.216481412260596,0.9243596850956805,0.2919534535508952,0.3139644140243281,1.3184501556610355,0.2793008111707012,2.8826815834986306,0.7014528709815062,9.58009,9.39314,9.60714,0.0268572,0.002,3.270273460739892,0.38240122662784287,0.5674012266278429,0.0816623448116558,7.37240756544619
HW54,1.8624808362935648,0.8117321153504943,,,,,,,,,,,9.43118,9.42573,9.67574,0.112037,0.002,3.3547766614431502,0.24686550985547523,0.4318655098554752,-2.030141705137709,8.130300504244797
HW55,2.0789577613643706,0.6155623898927259,,,5.345845588621298,2.7855669773013703,0.2401925200064642,0.3590631614123809,3.1127547353192724,0.8312761124610771,3.5039843771241608,1.0693717233062086,9.19476,9.08083,9.2663,0.0823587,0.002,2.861187194939298,0.28108143067527797,0.46608143067527796,-2.488547907537649,7.748778162250568
HW59,,,,,0.6469195430443481,0.2185503389614645,0.1922283895567444,0.1432112623604232,0.3697722275647041,0.0667675422525902,2.5657513071070865,1.6037425743019351,,,,,,,,,,9999.99
HW61,1.8142584999362192,0.5649163597825392,4.3648005865798165,2.265656710528674,3.707542456116794,1.5527996472044674,0.2408169528318765,0.2524626075825353,2.255004404165082,0.497135235820904,3.756668878188412,1.1035095279148848,7.92776,7.92566,8.17145,0.114818,0.004,3.017826038030425,0.30814998633522345,0.49314998633522344,-1.3469745485493916,7.497918092064645
HW68,0.6629624708216969,0.3157263923676615,,,1.2362516080253407,0.7456481438134234,0.7769214872166094,0.6453449313838884,1.4760579903607456,0.5100750565728501,3.055429765922876,0.4179324462628863,,,,,,,,,,9999.99
HW74,2.3078457873325378,0.84846811321935,4.079541685073186,1.8086073927705408,3.74182216016398,1.8350110221922813,0.494355695527197,0.3916127685953564,3.267331650120911,0.9312126480046032,3.612395669814679,0.424821693796059,7.42731,7.11037,7.588,0.0901822,0.004,2.667886097334676,0.32492687142162774,0.5099268714216277,-1.4116555877385095,7.587869992510294
HW78,0.8277092894869112,0.1902834327527766,3.662519631138158,0.3211673015878036,0.7759458031052453,0.2504003681468235,0.8977303659396353,0.1871541239811756,1.1699350806555395,0.2484078353171412,3.640917537471648,0.2351377211348993,7.13015,7.0181,7.57922,0.094035,0.004,2.3094001859350057,0.3821603135624109,0.5671603135624109,-1.353119445203152,6.78796093763063
HW8,1.0267778137096342,0.3129398435164392,,,1.3643989013157969,0.4271174463944365,1.3503628263286656,0.3237574299525135,3.2612698103247686,0.8449312664364762,4.241846087398716,0.2228459496283666,7.81114,7.78111,7.98778,0.0717299,0.004,3.489245313925617,0.24357367985929018,0.4285736798592902,-2.2968286384653083,7.901948192185832
HW82,0.5664585255724681,0.1689334599812025,,,0.8187727012649935,0.2386291635886793,1.3251704101391293,0.3043912704710004,1.8518920577215927,0.4221829275903948,3.827418824486427,0.2045898651027165,7.73295,7.37319,8.03647,0.0736346,0.004,2.1046646168016294,0.360419542168755,0.545419542168755,-3.272589108420503,7.061310882378548
HW9,1.219030587265609,0.3033312537338909,,,2.051478133009591,0.807226279668998,0.6175255797763421,0.3606587260403243,2.0610255306885152,0.6010972535833258,3.1845569956456528,0.3040775516281832,9.51806,9.4811,9.5965,0.115936,0.002,3.477527853490334,0.30431325806460924,0.48931325806460924,-1.5077874518961365,7.735097057953212
IC1611,1.814173948950974,0.3539046376684047,5.283985931071467,0.983156677953991,1.8722901486356127,0.3713628386940532,1.475209681896292,0.2567286966461332,4.355431893528524,0.9117312502499012,4.974593515307099,0.1681105509757632,8.21305,7.93419,8.43236,0.0967719,0.004,4.072047596510916,0.2880001030152521,0.4730001030152521,-1.2119383345605517,8.342091980839125
IC1612,3.3159299271833573,1.0749423157442155,,,8.484211597079272,6.064592276228288,0.4146257958872571,0.6660142453424527,6.183076592065546,1.9392856053275755,4.645979720596572,0.4982950163344454,8.08001,7.90878,8.22887,0.0826901,0.004,3.254465898981779,0.3090083147936284,0.4940083147936284,-3.07486640641836,8.250398402747374
IC1624,2.5558125411466723,0.4555727952808888,4.861379383118049,0.4283554641741928,2.6932451122272174,0.5102162576218836,0.8967501144268377,0.0948793170104928,3.897762988919752,0.7174008588419721,4.808464568504916,0.1800789209930421,8.30914,8.04538,8.36062,0.100062,0.004,3.8041537494998567,0.21758357233849018,0.4025835723384902,-1.057225633618192,8.172713559926272
IC1662,2.55790206258969,0.5915933467623249,4.219145978461807,0.458142851445552,2.7343746952440457,0.7379558476870277,0.9060715927678415,0.2399972972435533,3.973535986371535,0.9636547415522232,4.157819870554137,0.2281583341430865,8.01435,7.77261,8.23463,0.0967858,0.004,3.2188740913845773,0.40627903838898355,0.5912790383889835,-1.0002718870772296,7.944865015639589
K1,7.824389658066797,1.5834252210717978,4.438263445707306,0.4154258417710769,9.050781453625753,2.3612656988586136,0.7306579882780581,0.2528085704546686,10.19298361721394,2.0473100909917723,4.369007677466521,0.2284245095227808,9.83651,9.63393,9.8684,0.0986287,5.0E-4,4.438227390884479,0.23376949754734383,0.4187694975473438,-3.605482282686978E-5,9.186227175059283
K11,3.1676951002720286,0.6225528459714048,3.8742865522264527,0.308744002562949,3.4886191118791,0.8232711177338123,0.7069378226387635,0.1441376100999249,4.112958301682816,0.787428792542453,3.8474635829915527,0.2283264577046417,9.31932,9.27532,9.40639,0.157634,0.002,3.5419297827550222,0.2579495129904527,0.4429495129904527,-0.3323567694714304,8.190889117215223
K13,6.004810745329475,1.9949337196984744,,,19.129317535488514,15.481279931281048,0.1539524287902025,0.5147585707776925,9.847458748833803,3.060436786786331,4.282572655694696,2.7367532494455986,9.54218,9.50196,9.59328,0.0453793,0.002,4.634843897711977,0.2401012826346957,0.4251012826346957,-1.416941338392026,9.213038775864844
K15,1.7717768600535615,0.3140755531267528,4.760892472096155,0.9845127539322216,1.7721485552033354,0.3186508889637918,1.5825135015064442,0.24037490935244,3.9583813868811775,0.7108095027676482,4.45629332286584,0.1570320312417824,8.83864,8.44373,8.98896,0.140804,0.002,3.4297700388932175,0.30590950130049327,0.49090950130049327,-1.3311224332029377,8.08192630817636
K16,2.0843911759864966,0.4006326747692207,3.463572420341048,0.3098997479163812,2.8771613316421867,0.8417006919547991,0.4509248765072277,0.2170515528039855,2.294406362840009,0.4744164400496624,3.4042321417039885,0.3518182913090833,9.45646,9.43969,9.53571,0.0508178,0.002,3.547299551304324,0.28497287484080397,0.46997287484080397,0.0837271309632763,7.825541396467798
K17,1.9737907219102329,0.3580009896581687,4.784979112304281,0.6930416004744169,1.8608332714209035,0.3447925579142324,1.4407550207057154,0.1353220208305213,4.6251837644568745,0.8225668406092709,4.663183097769919,0.1600155545510335,8.82042,8.6906,8.9035,0.109183,0.002,3.6357922677722834,0.27222889248888466,0.45722889248888465,-1.149186844531998,8.2596757498186
K21,8.250709760337815,1.7373941230055976,,,10.746762991790552,2.668595787678945,0.9157285689714488,0.2848930839520216,14.787858182690098,3.055037898578897,4.911728512099495,0.2171192688169213,9.48006,9.17385,9.50047,0.0475188,0.002,4.960434624462601,0.20482697323294946,0.38982697323294946,-1.700881290548259,9.605559483681814
K25,1.81515010633878,0.5899724551212012,,,2.7541362929794704,1.1909332558833552,0.8150331693470363,0.466478211409882,3.5492072006415465,1.1674819467993347,4.378978040242479,0.3327046746027222,8.25235,7.93181,8.47152,0.146799,0.004,3.404932874905251,0.2480834383552843,0.4330834383552843,-2.7000745112752584,7.95642158066386
K27,3.6387273177556607,0.7389086328691329,,,5.151472695557984,1.3815342846633538,0.8919438188608891,0.2840908150300906,7.113569000773449,1.585248939315854,4.5623045569789005,0.229538209613317,9.12611,9.05568,9.18458,0.111779,0.002,4.033484069976582,0.26826974238995,0.45326974238995,-2.2443288238330625,8.720490871973563
K28,5.116895142331082,0.9167220158564342,4.986307375424843,0.6805324903799479,5.220092722050318,0.9752170703945636,1.1993570874796795,0.195368973521529,8.91393542022783,1.5644332237041303,4.830002003747224,0.1687990729036012,9.57127,9.52696,9.6061,0.0828663,0.002,4.70261662277926,0.22712685386030568,0.4121268538603057,-0.2836907526455832,9.178797696828534
K30,6.6258491235045565,1.840741213551951,,,9.976788100884509,3.639336859998832,0.7293015990727237,0.3684581855168553,11.650856088186258,3.191519755085775,4.891783526530261,0.2958413357125751,8.2983,7.99654,8.39237,0.0856841,0.004,3.8745421160848794,0.26669596887064,0.45169596887064,-2.7835782581116746,8.912398843730047
K31,13.189839067080968,3.208224243751588,,,20.765377787268445,8.838882232029796,0.5268789847046176,0.4150511495722801,18.079437191995574,5.662912423462036,5.281592662879924,0.3231187345240418,8.62608,8.34048,8.7964,0.0565153,0.004,4.235119209352222,0.256543810692857,0.441543810692857,-2.930499254773107,9.365539738219644
K34,2.8760001432559528,0.5036321550085547,4.80193013805058,0.3056959405699164,3.3697767426757235,0.6119865550115129,0.6306047627879202,0.0597009789032246,3.585578239418404,0.6219691129689977,4.768239977022249,0.2159503199578092,8.74433,8.64032,8.80891,0.113706,0.002,3.6855948595511436,0.23595302175557092,0.4209530217555709,-1.1163352784994367,8.106625738062013
K38,12.56354507498621,3.154195692191835,,,19.69940325911676,8.129540322569799,0.5456411863442909,0.4009909608937799,17.703603124634732,4.7669539153841365,4.9217055427450624,0.3164820088891193,9.48266,9.43292,9.5101,0.0496444,0.002,4.694573612731737,0.2403936984232859,0.4253936984232859,-2.098512429535206,9.613621578101805
K4,4.345224020843381,0.865744138514715,,,5.325326260911355,1.1704271145900786,1.0147769656172785,0.272118934905774,7.704598380897362,1.4848757049086898,4.17015043821886,0.1941977498833524,9.69841,9.68911,9.71047,0.141698,0.002,4.114240575260503,0.26345229803671216,0.44845229803671216,-1.070570971109916,8.85934014529146
K42,0.7273099680262592,0.1454318215710429,4.854578549052108,0.905076641592778,0.7188129630266005,0.1447557013028475,1.5304765092133834,0.2475293198302471,1.7276243419006674,0.3291973059595021,4.606559325361785,0.1635882201692369,7.84958,7.7321,7.99219,0.127241,0.002,2.83302528829936,0.2997690521536209,0.48476905215362087,-2.021553260752748,7.254819179956419
K43,2.3454536327051985,0.5466072537536477,,,3.5207468627986565,1.1026632619289494,0.8187248351569781,0.3167728368707123,4.52516340782052,1.0655988910498349,4.402872275242843,0.2582157452361847,8.20519,8.18745,8.38401,0.157443,0.004,3.6111612285867976,0.24974811465853358,0.4347481146585336,-2.5181376231109915,8.188601260967742
K44,11.442798891307971,2.4980455432196447,4.770931515890747,0.4778227700143119,13.289674477073431,3.898887112267163,0.7632348075730142,0.3212661726937582,15.663794033232715,3.657886262049692,4.678272868549794,0.244467401818343,9.57079,9.51213,9.64622,0.0875183,0.002,5.092703104165027,0.2850092756489268,0.4700092756489268,0.32177158827428,9.70709624891906
K45w,1.6116855157544212,0.3801444358016514,3.823306763863505,0.3743019612289002,2.237606923950152,0.6351167290880729,0.5533041010731177,0.1657027977766094,2.182262326611369,0.4610237144462204,3.7814568976786576,0.3071917995470303,8.19822,7.78343,8.36626,0.0846924,0.004,2.71937189659192,0.2864270457774633,0.4714270457774633,-1.103934867271585,7.391650463251287
K47,1.7169533708356504,0.3514847849015221,4.466822560237362,0.3285684231833549,1.829857270062614,0.4667684726696078,0.7774829378399574,0.1595723160233189,2.3610866005975786,0.4996486021323592,4.443352673073057,0.2272991004205581,7.41853,7.39135,7.51065,0.0312207,0.004,3.1724978472519565,0.2932307247903129,0.4782307247903129,-1.2943247129854054,7.550279681622104
K5,3.616271294675813,0.6581962852897836,4.827053358326632,0.685267382380343,3.7189690241325217,0.6954250889465449,1.1842819335687724,0.1629218994169737,6.59831261810132,1.1894970948239068,4.665014823794087,0.1680556117529666,9.14335,9.1309,9.17438,0.150687,0.002,4.179692511946539,0.232432867959321,0.417432867959321,-0.6473608463800931,8.730884109441622
K50,2.5677778128542688,0.5316658964940559,4.738723929909501,0.5962675267602844,3.4366388356271766,1.1353489426030092,0.5596964074309497,0.3277252258121109,2.9884870194983466,0.6798825599424776,4.541594239392191,0.2684895957167569,7.3767,7.11716,7.46803,0.0916506,0.004,3.357149359343533,0.22951478021763222,0.4145147802176322,-1.381574570565968,7.768223632023934
K53,2.275892259963736,0.812228372481246,,,8.330180247859289,2.5342747010336817,0.091514159431115,0.1301972431871779,4.009907025148391,0.7158447127448384,4.283427523148559,2.8259084927443854,8.06714,7.98052,8.15469,0.0704906,0.004,2.9297218043433437,0.2494109430339319,0.4344109430339319,-3.102985230567901,7.851351239008983
K54,2.8618261030065,0.650987176350055,4.584600779285562,0.3059208537487709,3.076565551736301,0.9226217121117152,0.7425710002120298,0.2059587654742778,3.8128972317737535,1.020821684027705,4.564834161032254,0.2646925249001977,,,,,,,,,,9999.99
K55,2.4451834775558434,0.6124345153495361,4.669611613363508,1.02622007968308,2.905227649898328,0.7920886858503191,1.0632290979874706,0.3087393999840241,4.864626436404512,1.14669493912811,4.3215360501832265,0.2236189342181352,8.4755,8.24885,8.58653,0.128884,0.004,3.3493824450042564,0.2635092057046217,0.4485092057046217,-1.3202291683592515,8.157732601816688
K56,2.1639182338444827,0.5359834982415286,,,3.1083599014670686,0.8856267183126543,0.7804369290250793,0.2708079897957974,3.788649872589183,0.8331066944618748,4.26356333558869,0.2406322541081487,7.9033,7.69041,8.12955,0.105034,0.004,3.3300645738815926,0.2424818550157805,0.4274818550157805,-1.8371703560070567,7.946858972087337
K57,2.427640560724964,0.6486193940055347,,,4.18957995670606,2.237442413727444,0.4564296568397577,0.5237128099278028,3.1460948541980582,0.8418723583989104,3.894135525635756,0.3799475028357919,8.53291,8.48774,8.55488,0.0891671,0.004,3.2397448093295687,0.26036448631517745,0.44536448631517744,-2.556702989732972,7.83784312874314
K61,1.963787325296981,0.5798991520167697,,,5.0266594141554055,2.282788710103632,0.3019756114592299,0.2933427947386751,3.379475686349551,0.7942891519174675,4.103211612303434,0.8120579752273211,7.95839,7.62994,8.44513,0.131512,0.004,2.671163582606086,0.33339285517273026,0.5183928551727303,-3.2200104336415887,7.644204501511184
K63,1.531890638874846,0.4597441791942638,,,2.4268575623857283,0.8772352299983869,0.7510407316423622,0.3417594593715138,2.9005903424542785,0.7948333419858329,4.057974124006373,0.2882369938566554,8.06632,7.80832,8.35478,0.0840479,0.004,3.1578796743891537,0.2872585229925457,0.47225852299254567,-2.641331392146684,7.721345442626962
K8,2.4471829871964044,0.5486067304230954,,,3.434547500897508,0.9693973589255088,0.8818852855384399,0.3129868140249505,4.622152844558803,1.085742865106922,3.8928083846367336,0.2358332915321136,9.44527,9.44028,9.46059,0.122208,0.002,3.6485014996157785,0.2496083439784797,0.4346083439784797,-1.975684056037486,8.319398170252187
K9,2.9010988836613207,0.904621511975624,,,6.255303413236589,2.3410254450453887,0.6475424136631049,0.3751284115997044,6.467983062484253,1.660901430153222,3.912171902189722,0.2901541392615498,8.85133,8.79333,8.93729,0.089071,0.002,3.5240181409424958,0.26228769504025656,0.44728769504025656,-2.0167389846392263,8.4382738107252
L14,2.823599968229372,0.6741341601115922,4.197685005507094,1.178975308437599,3.7175748009794094,1.0950067435697566,0.8083961498721548,0.299473999664402,4.673678482826016,1.1348715830126754,3.755666834474357,0.2457358409952682,9.38165,9.34989,9.49316,0.127056,0.002,3.6455823981971713,0.23803307717411654,0.42303307717411653,-0.5521026073099229,8.319485194684724
L19,4.4708057790156746,1.6606285229534727,,,,,,,,,,,9.54524,9.49722,9.57126,0.185762,0.002,3.84712703199034,0.3191278493734457,0.5041278493734457,-2.083344786182036,8.667900446334654
L28,1.3335630669221636,0.2625432382431079,4.382556610593028,0.6159647093737022,1.3259062186102912,0.2550056756446268,1.2244493355934734,0.106218615351179,2.7945081460217813,0.4988169689012845,4.283423500716531,0.1660612806996429,,,,,,,,,,9999.99
L31,1.6047538616522552,0.3030480324479988,4.493174242290996,1.03342094670202,1.7088629477316055,0.3310570468049031,1.3433568715769018,0.2481094828158521,3.3158263684900526,0.6250133288124193,4.116555556897396,0.1684442083064511,,,,,,,,,,9999.99
L33,1.6603356446710005,0.4110219627288737,4.284361683898842,0.7145681327163842,1.8953251398609552,0.5251521066562828,1.0148258924530138,0.2803118072857464,3.064260016950131,0.7374890752456953,4.103550140659791,0.2252525444574211,,,,,,,,,,9999.99
L48,1.645985973666959,0.3216103335118404,4.478029875777737,0.3125988937457932,1.5833525547524714,0.3698848067407856,0.8702326727758752,0.1110956736234591,2.31865372202458,0.4207182569059528,4.457909414179892,0.2037901216154202,7.62519,7.57282,7.82733,0.0865249,0.004,3.399298093337207,0.2149323970609251,0.3999323970609251,-1.07873178244053,7.634102766422607
L51,1.3488388554096291,0.3420685160139762,4.934099196432023,1.292481589809103,1.6821605434295972,0.4702988517459874,1.0063974224248815,0.3100367150157209,2.6459930710162856,0.7041321000761448,4.450924226666148,0.2264404182826379,7.48304,7.2459,7.70859,0.0217245,0.004,3.2136585146578605,0.250204788939067,0.435204788939067,-1.7204406817741629,7.6433130222415135
L52,1.1220711115085014,0.2046878618982222,4.151302278431408,0.6097464462373695,1.1237438614089323,0.2164282931215402,1.1656645643324934,0.1536303037098671,2.0004071327270885,0.3755647756720954,4.035339552424559,0.1689510521804346,8.31024,8.20667,8.38595,0.0167521,0.004,3.227894413914749,0.29507970518187004,0.48007970518187004,-0.9234078645166588,7.521968263825036
L56,1.1347453657918474,0.2096325132498304,5.100486112988515,0.3839320451873332,0.9630141792142088,0.2150156733630425,1.1175338424552084,0.1061947780165037,1.8640157373138784,0.3580344523247704,5.071059515095363,0.1783913405663277,7.64941,7.3945,7.80166,0.0456085,0.004,3.409879044386929,0.22139398636415825,0.40639398636415824,-1.6906070686015855,7.497399936977459
L65,2.012235628326641,0.8404024580781234,,,4.612453900884975,2.8858213529874064,0.6775471142837839,0.6609248034135424,4.988894152225437,2.1637603888851817,4.372888326627455,0.4426898093323838,7.8389,7.59524,8.02082,0.107988,0.004,3.243122417704339,0.23279102857609985,0.41779102857609984,-2.7219004529641024,8.090049830908283
L66,1.2565229086667296,0.2435954787158371,4.846841704485697,0.3266298652614547,1.300749583456299,0.2629988846251455,0.7877425442217844,0.0819820875357452,1.7155006623083815,0.3035186432119367,4.824251675880202,0.1949235823197867,7.43739,7.20624,7.68558,0.0506549,0.004,3.2079008395816695,0.2690360410097847,0.4540360410097847,-1.6389408649040274,7.356100001585901
L80,3.191637678450784,0.7280247094005055,,,4.704472628990421,1.3523004472102156,0.7819621462363068,0.273255806524797,5.792087925214343,1.2822864841486072,4.450904063797408,0.2448453999658434,8.33539,8.32568,8.37478,0.0536105,0.004,3.5700757053216043,0.2292044165010551,0.4142044165010551,-2.633933110656654,8.343415277628738
L91,3.645713277676901,0.7829194250460781,4.37016016768807,0.6852818980390942,5.204695648968116,1.767190236311626,0.5216265621900744,0.2993183721487573,4.519101568024377,1.0335473054878028,4.123866441048747,0.3030457909637351,9.15489,9.13518,9.24997,0.186969,0.002,3.601947060080969,0.25692224335055286,0.44192224335055286,-0.7682131076071008,8.260219525685587
L93,3.380995425436488,0.6273853141011374,3.927882174043053,0.4678209915510385,3.8311130603611625,0.8520163977967612,0.7883484415700597,0.2229411636952656,4.34633913383431,0.8126648880278776,3.83244818982612,0.2003280914353738,9.42877,9.21669,9.64417,0.0636937,0.002,3.3248583881988676,0.2604999750804757,0.4454999750804757,-0.6030237858441856,8.155347351238223
NGC152,6.358241058772888,1.2154861564734571,5.195459557579187,0.7448157703046545,6.691664950961919,1.3727970445644122,1.161170027005147,0.2651647431046253,11.162877984596768,2.108129633704144,4.99488573037266,0.1828872180064893,9.14749,9.12992,9.17476,0.131182,0.002,4.798761794037489,0.22910694633986534,0.41410694633986533,-0.3966977635416979,9.324011589891018
NGC176,3.145268654882188,0.6536342684017316,4.560581653211293,0.3662402277853492,3.458673623286156,0.8910320083240776,0.7743548839589821,0.2031982464916862,4.3220917746497385,0.8790887460873236,4.522461007420451,0.2294789987096086,8.11331,8.0771,8.12415,0.0728754,0.004,3.5363930256743674,0.22461066469913588,0.4096106646991359,-1.0241886275369256,8.123899808459056
NGC220,2.9456018124423653,0.5837433204077479,5.106962390263941,0.7167581511195609,2.9309298506339725,0.6075755949210809,1.3156945647289715,0.2617990163696959,6.155798312982904,1.3293807459396876,4.954364616917557,0.1782600252700809,8.08071,7.81716,8.20834,0.0768692,0.004,3.9008137578969073,0.2437003285495875,0.4287003285495875,-1.206148632367034,8.491086772803826
NGC222,2.418669771448275,0.6265513098766002,,,3.1970749268836163,0.8681836999945435,1.0981854701286944,0.2917098098342305,5.801180684908558,1.5050300258504388,4.903485401566763,0.2238963509140487,7.91621,7.67617,8.11973,0.0945482,0.004,3.785568987096106,0.23939775932099566,0.42439775932099566,-2.765172704898812,8.396449649650567
NGC231,2.852227715143872,0.7403757494889521,,,4.257775654412666,1.300411681114468,1.0368261526976703,0.3207494762913219,7.1590327992445175,2.2345652465010915,4.823126379712644,0.2510009688519592,7.93754,7.7837,8.21209,0.0618993,0.004,3.8373535527123814,0.22925076384083137,0.41425076384083137,-2.597467650178068,8.554837869740979
NGC241,1.8160955889042256,0.4164185267791101,4.712132138498447,0.6180352386919492,1.810186599924131,0.4432716142372606,1.1868792051927952,0.2601958685217756,3.482526962883977,0.832213640313516,4.6013183679887,0.199444122427433,7.84273,7.62776,7.93317,0.074423,0.004,3.5695412738876477,0.24805165086972364,0.43305165086972364,-1.1425908646107992,7.97692127475332
NGC242,1.377876987286171,0.356646863523306,,,1.9185722954791624,0.5163655124803357,1.136847249827666,0.2895264944938789,3.5310216812531183,0.8640148520949695,4.588450393962428,0.2160821963857228,7.77578,7.53873,7.8713,0.0698011,0.004,3.27393602522792,0.2756431092456521,0.4606431092456521,-2.930617538190999,7.871928554972325
NGC256,1.8291808996455303,0.3522202458377772,4.717647084793924,0.2306403547506226,3.004247802968319,0.6593652118761666,0.3433537470499208,0.0788258264701256,2.1974169261017256,0.3863203144446903,4.735199227059999,0.559818650489872,7.91958,7.91297,7.92243,0.132939,0.004,3.1255560815262604,0.2877030828531097,0.4727030828531097,-1.5920910032676638,7.518865682992986
NGC265,2.8770567058500927,0.5233811147363848,5.111909271484678,0.4889635689390599,2.9694528425384594,0.5731149046505692,0.99424589797014,0.1193452460183684,4.734296880787444,0.8819974337327731,5.041186689676437,0.1771828259144702,8.40159,8.27392,8.45348,0.164416,0.004,3.8507705640420924,0.2469800850093699,0.4319800850093699,-1.2611387074425855,8.324315981636056
NGC269,1.8001666076834268,0.3111871222073889,4.804723781929184,0.69779657958466,1.7816656436832796,0.3123028440795904,1.3077071114810483,0.0957031842637116,3.655289397074044,0.6412779439354395,4.655725534393616,0.1574206411907583,,,,,,,,,,9999.99
NGC290,0.6961574116132156,0.1741642673189884,,,0.9310076650905754,0.251851568905876,1.4031260536248389,0.3018606106662237,2.267128083757368,0.5065888764070887,4.958234066327921,0.1955104645263353,7.92996,7.92738,8.49182,0.190633,0.004,3.76182263324384,0.31564986390388355,0.5006498639038836,-2.740408045258998,7.776240686733736
NGC294,2.309728869225652,0.3956151797528029,4.916227079930188,0.3970420004508198,2.353721465245265,0.415322983646145,0.9044147779625008,0.0507320309570453,3.51283616186469,0.6192315334587075,4.87611261916842,0.1722320935933904,8.69979,8.69326,8.73012,0.083576,0.004,3.811375908603111,0.2500601794205121,0.4350601794205121,-1.104851171327077,8.138031673398656
NGC299,1.2830620916609878,0.2550735503322146,4.976980249951592,0.3781727137658043,1.3207536547835697,0.279700694166739,0.8475060605724661,0.1130166820668002,1.8427992980273784,0.3534468310773256,4.938026134249004,0.19357606795852,7.65326,7.53434,7.79988,0.0388007,0.004,3.0491365848197876,0.24310392008534704,0.42810392008534703,-1.9278436651318045,7.359569608873191
NGC306,1.6759875477285433,0.4096885749232461,4.708065071524128,0.4109602040194281,2.903287861163562,0.8509984859119755,0.4105312345072105,0.1563117488096432,2.3307774016168654,0.4594473081752982,4.65831743131499,0.4626733624884738,7.76928,7.60232,7.8984,0.0980624,0.004,3.2724635722992312,0.24269238903180707,0.42769238903180706,-1.435601499224897,7.600364225715783
NGC330,3.145992125918877,0.6053222899902663,6.075514922088736,0.5546280964863497,2.961754305997358,0.5990563739417534,1.2786799118042649,0.1361452976168924,6.6164981374897485,1.2304514913899087,6.012090341431297,0.1725310136989075,7.29323,7.06043,7.5088,0.144484,0.004,4.612542279441109,0.22970389426700194,0.41470389426700194,-1.4629726426476273,8.766873450590996
NGC361,4.763056525416147,0.850925048271617,5.0904659170958775,0.622753131463135,5.018112220042844,0.9107944114111144,1.0749294056482954,0.1142261028968571,8.256225802346346,1.4653249318028363,4.949840488697918,0.1679543492275499,9.48777,9.47528,9.5076,0.0709576,0.002,4.491581587297107,0.2529025018111927,0.4379025018111927,-0.5988843297987705,9.034548818585606
NGC376,2.43426604737368,0.5552830221697078,5.317156292757503,0.3742440848136927,2.3947904298641323,0.6523302200150973,0.9440761109705768,0.173907524461895,3.791680792487254,0.7833324037013597,5.292870837457301,0.2226035304799632,7.41733,7.28481,7.4697,0.108955,0.004,4.09612757853816,0.21440573431855053,0.39940573431855053,-1.2210287142193437,8.206644747183043
NGC416,2.443882240667211,0.4676644811086748,5.447483057606044,0.7764327464275962,2.3072877724068124,0.4550954796401747,1.5748156454896858,0.2521138830057586,6.101241754817621,1.1553939658338868,5.2971857835244185,0.1660604601302522,9.78794,9.74656,9.82155,0.11683,0.002,4.807263678382684,0.25546578394442715,0.44046578394442715,-0.6402193792233595,8.997406924402998
NGC419,3.633489939980226,0.6284576962611054,5.723151344094078,0.5734884617687542,3.3175236836329733,0.5858724988978078,1.3415993132693766,0.0683662646222007,7.937979213048856,1.3700923801362157,5.650927363208628,0.157349413649133,9.13214,9.08781,9.13521,0.0877398,0.002,5.160072172893514,0.21798839014358812,0.4029883901435881,-0.563079171200564,9.249956594375425
OGLE132,,,,,2.4763827935202127,1.929415405176636,0.4068085804071307,0.6445959510482593,1.8155210189447364,0.6465123261957096,3.5517481302680904,0.5944017125141257,9.08859,9.00117,9.29597,0.137644,0.002,2.949918645694515,0.3956309141540148,0.5806309141540148,-0.7475463921038763,7.419810355802084
OGLE172,0.5406867620830579,0.1657840120009384,2.659431605578117,0.3095848006107971,1.676977670403895,0.5441311126069724,2.197250917493E-4,0.1384137428975637,0.6789260571679816,0.1198709790698131,2.597000979835465,5.668973587185855,,,,,,,,,,9999.99
OGLE28,0.5656732039522866,0.1942791747178626,,,1.1138933717402004,0.6190736202977749,0.5698507638157205,0.4852895364320432,1.0547601245288285,0.3459985693159401,2.941084153450136,0.3913729359134321,,,,,,,,,,9999.99
OGLE5,0.5938610649410153,0.1573645445728552,2.3113172982827384,0.3907327140681785,1.6594892625920237,0.6752691534596049,0.0368972766252068,0.1957562402538988,0.7152970959448377,0.1321282161903765,2.2015003254556627,4.909446869422328,,,,,,,,,,9999.99
OGLE53,0.911546968286846,0.2563988367885753,,,2.437011144044266,1.8654376112423336,0.1036490961173285,0.4895401456903459,1.0486982847326858,0.2690079850179421,3.390595137883865,3.536301822707597,,,,,,,,,,9999.99
OGLE6,0.1928053576994878,0.0862278895170394,,,0.3480405318955327,0.1265635865589645,1.0954628558835668,0.3265832069566328,0.5940603000219838,0.1642385134501832,2.6713790929960264,0.2202552700061372,9.5863,9.18164,9.7248,0.0807758,0.002,2.8636422168328037,0.5650306784066679,0.7500306784066679,-1.062625307958549,6.706211656312204
RZ140,1.2523463467679252,0.4353528284181449,,,1.974886787185328,0.8408267291657581,0.7464864871284671,0.4121809055414519,2.342901081209151,0.6903655764050797,3.2108959837451287,0.3194460898374093,9.12988,9.09301,9.17582,0.0853342,0.002,3.1479297175464427,0.2548120946974239,0.4398120946974239,-1.8191341904515164,7.660703433079193
