# from Cuevas-Otahola 2021MNRAS.500.4422C
ID R_g gamma gamma_minus gamma_plus R_c Rc_minus Rc_plus R_h Rh_minus Rh_plus R_t Rt_minus Rt_plus Mbound_M_ratio rho_0 rho_0_minus rho_0_plus Sigma_0 Sigma_0_minus Sigma_0_plus M M_minus M_plus L L_minus L_plus rho_h rho_h_minus rho_h_plus I_h I_h_minus I_h_plus sigma_p sigma_p_minus sigma_p_plus Reff_ini_Rjac_ini
D264	1.86	4.00	0.47	0.10	3.82	0.41	0.10	5.94	0.20	0.04	4.08	0.74	0.17	0.32	1.54	0.15	0.07	2.44	0.17	0.08	4.48	0.06	0.02	5.37	0.06	0.02	1.54	0.01	0.01	3.02	0.01	0.01	1.23	0.52	0.12	0.13
D265	2.58	2.76	0.08	0.08	0.95	0.11	0.11	2.69	0.21	0.21	8.82	0.37	0.38	0.78	2.00	0.09	0.10	2.29	0.10	0.12	3.35	0.31	0.32	4.24	0.31	0.32	1.44	0.14	0.15	2.58	0.14	0.15	0.76	0.34	0.35	0.08
D271	1.47	4.00	0.87	0.10	3.37	0.65	0.12	5.24	0.36	0.06	3.88	1.32	0.22	0.35	1.69	0.21	0.08	2.53	0.25	0.10	4.47	0.09	0.05	5.35	0.09	0.05	1.69	0.08	0.04	3.12	0.08	0.04	1.35	0.94	0.16	0.14
D273	1.97	3.12	0.20	0.27	2.30	0.32	0.41	4.80	0.25	0.33	5.66	0.60	0.77	0.56	1.53	0.14	0.16	2.20	0.17	0.20	3.92	0.32	0.39	4.81	0.32	0.39	1.26	0.34	0.40	2.65	0.34	0.40	0.94	0.48	0.61	0.15
D284	2.70	2.66	0.06	0.06	0.38	0.05	0.05	1.23	0.22	0.22	12.93	0.38	0.38	0.89	2.89	0.08	0.08	2.78	0.38	0.38	3.08	0.36	0.36	3.97	0.36	0.36	2.19	0.00	0.00	2.99	0.00	0.00	0.71	0.37	0.37	0.03
D289	3.90	2.69	0.04	0.07	0.69	0.06	0.09	2.13	0.14	0.22	9.82	0.28	0.42	0.82	1.92	0.06	0.08	2.06	0.09	0.11	2.87	0.27	0.38	3.76	0.27	0.38	1.26	0.10	0.12	2.30	0.10	0.12	0.48	0.27	0.40	0.05
D296	1.25	4.00	1.32	2.16	2.82	0.95	1.47	4.38	0.60	0.95	10.55	2.07	3.32	0.85	3.21	0.29	0.36	3.97	0.37	0.47	5.75	0.21	0.29	6.64	0.21	0.29	3.21	0.09	0.21	4.56	0.09	0.21	7.07	1.47	2.35	0.05
D303	3.20	3.89	0.10	0.09	2.05	0.12	0.10	3.27	0.08	0.07	8.79	0.25	0.21	0.87	2.09	0.10	0.09	2.72	0.15	0.14	4.24	0.08	0.06	5.12	0.08	0.06	2.07	0.04	0.02	3.30	0.04	0.02	1.59	0.18	0.16	0.05
D304	2.47	3.99	0.51	0.76	2.34	0.60	0.79	3.64	0.36	0.49	4.24	1.22	1.63	0.57	1.40	0.22	0.26	2.08	0.31	0.36	3.70	0.34	0.41	4.59	0.34	0.41	1.40	0.18	0.17	2.67	0.18	0.17	0.77	0.89	1.19	0.10
D306	2.46	2.38	0.09	0.11	1.24	0.19	0.20	8.50	0.57	0.67	7.34	1.01	0.99	0.47	1.61	0.11	0.12	2.01	0.09	0.09	3.52	0.97	0.94	4.40	0.97	0.94	0.11	2.37	2.23	1.75	2.37	2.23	0.62	0.99	0.97	0.29
D309	2.54	4.00	0.33	0.42	1.22	0.19	0.25	1.90	0.22	0.29	5.45	0.56	0.73	0.89	1.76	0.20	0.23	2.16	0.38	0.42	3.21	0.14	0.18	4.10	0.14	0.18	1.76	0.06	0.08	2.74	0.06	0.08	0.71	0.41	0.53	0.05
D330	1.82	2.57	0.07	0.07	0.51	0.08	0.08	1.93	0.30	0.30	23.68	0.56	0.56	0.88	3.83	0.05	0.05	3.85	0.26	0.26	4.45	0.54	0.54	5.33	0.54	0.54	2.97	0.15	0.15	3.96	0.15	0.15	3.03	0.55	0.55	0.04

