27081.398116661632 858.0849415566897
56305.63703362386 858.0849415566897
134971.7334550209 798.934321181385
258704.23131497 664.8863469579912
388511.58498469286 547.7122283838986
583451.0355710002 415.82150160245067
775576.6475034532 328.84156473792467
989885.559895473 268.13926437884516
1486570.2268326196 195.4292927185578
1897342.3272205936 136.73939323862348
2187539.2287506117 104.8768097917197
2735811.008246366 77.2218193737201
3865418.0293731233 51.87029993083887
5243808.209274189 37.04122804900289
6426093.198125405 26.183076792053342
8036690.853534785 17.949900205209026
9848667.679721378 12.180695391448415
11126475.498076187 6.0861505115304935
12069178.32641609 6.024366345385348
12570071.50969186 5.116940178666675
15404158.162291178 5.064995048234136
15720559.228690995 4.088099128168819
16043459.165964779 4.088099128168819
16043459.165964779 3.040978109920394
20897209.671648663 3.040978109920394
22211524.440557517 2.0426409002526893
22667748.659064878 2.0426409002526893
23133343.712884057 1
